Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11175501,6/13/2025 10:39:32 AM,8,I invest in term deposits. The rates were comparatively higher which drew my attention. Other than term deposits I have no other accounts with AMP. As such my input and opinion are impacted by my limited experience and exposure.,TD827909219,,6,,Call - Inbound,Product Enquiry,"I was not sure I was guided properly and confidently to my enquiry. I was put on hold and then she said something that I could not follow. Maybe there was miscommunication. This was a silly episode. I applied for 2 different term deposit accounts, splitting my total deposit into two with different amounts and maturity in the same day. I got email from AMP regarding the two term deposits , a surprise to me.. I call AMP to confirm both applications are correct. The conversation with Anna did not yield a satisfactory response quickly.","Odulio, Anna",Genpact BCC,2025-06-12,Not yet resolved,ALL->Affordable/Value for Money_; ALL->Investments-General_; ALL->Products-General_; Pricing->Affordable/Value for Money; Products->Investments->Investments-General; Products->Products-General,Transaction / Savings Account,6/13/2025,2025-06-13,2025-06-15,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,No,0,1,2,I invest in term deposits. The rates were comparatively higher which drew my attention. Other than term deposits I have no other accounts with AMP. As such my input and opinion are impacted by my limited experience and exposure. ALL->Affordable/Value for Money_; ALL->Investments-General_; ALL->Products-General_; Pricing->Affordable/Value for Money; Products->Investments->Investments-General; Products->Products-General 0 nan nan,6 Non-agent opportunity,invest term deposits rates comparatively higher drew attention term deposits accounts amp input opinion impacted limited experience exposure allaffordablevalue money allinvestmentsgeneral allproductsgeneral pricingaffordablevalue money productsinvestmentsinvestmentsgeneral productsproductsgeneral,nonagent opportunity
11175500,6/13/2025 10:37:55 AM,9,Great service,242403202,AMP BUSINESS SAVER ACCOUNT,10,She did everything I asked,Call - Inbound,Close Account,,"Martirez, Christine",Genpact BCC,2025-06-12,"Yes, on first call",ALL->General Pos/Neg_; Overall Comments->General Pos/Neg,Loan Discharge Request,6/13/2025,2025-06-13,2025-06-15,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Discharge Request,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740040453,Deposit | My AMP,Yes,1,0,2,Great service ALL->General Pos/Neg_; Overall Comments->General Pos/Neg 0 nan nan,10 nan,allgeneral posneg overall commentsgeneral posneg,
11175496,6/13/2025 10:31:28 AM,1,,296290117,AMP SAVER ACCOUNT,1,,Call - Inbound,Product Enquiry,Have accurate information and understand products,"Sumagaysay, Angel",Genpact BCC,2025-06-12,Not yet resolved,,Transaction / Savings Account,6/13/2025,2025-06-13,2025-06-15,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,,No CSAT Verbatim,Negative,Professionalism,,No CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048306,Deposit | My AMP,No,0,1,1,nan nan No CSAT Verbatim nan nan,1 Professionalism,csat verbatim,professionalism
11175718,6/14/2025 02:32:21 PM,4,"How overseas Callcentre communicates with us Costumer's, Hard to understand and the Way over the top Questions AMP is now asking even when the Answer was given   Then I was taken for a joke as if was asking something stupid.  My Grandchild can take a better call.",TD217074434,,3,,Call - Inbound,Maintenance / Servicing,"1, speak clear English 2 Donât take me as an idiot. 3 Understand the question I ask ,  4 AMP PLEASE  change the Process","San Luis, Vanessa Ana",Genpact BCC,2025-05-27,Too early to tell,ALL->Communication/Clarity_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Phone/Call Center->Phone-Not Understand,Term Deposit Maturity / Break,6/14/2025,2025-06-14,2025-06-15,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Professionalism,,with CSAT Verbatim,1,Term Deposit Maturity / Break,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740036531,Deposit | My AMP,,0,0,2,"How overseas Callcentre communicates with us Costumer's, Hard to understand and the Way over the top Questions AMP is now asking even when the Answer was given   Then I was taken for a joke as if was asking something stupid.  My Grandchild can take a better call. ALL->Communication/Clarity_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Phone/Call Center->Phone-Not Understand Service - BCC Service - BCC nan",3 Professionalism,overseas callcentre communicates us costumers hard understand way top questions amp asking even answer given taken joke asking something stupid grandchild take allcommunicationclarity allphonenot understand allproblem resolution communicationcommunicationclarity effortresolutionproblem resolution phonecall centerphonenot understand bcc,professionalism
11175788,6/15/2025 05:08:52 PM,0,I canât u derstand the rules for the saver account and no one can explain it properly,715329820,AMP SAVER ACCOUNT,5,,Call - Inbound,Product Enquiry,Clearly explained the rules,"Marcelo, Anneliese",Genpact BCC,2025-06-12,Not yet resolved,ALL->Explains/Explaining Options_; ALL->Products-General_; Communication->Explains/Explaining Options; Products->Products-General,Transaction / Savings Account,6/15/2025,2025-06-15,2025-06-15,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Deposit rates,Deposit rates,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740023613,Deposit | My AMP,No,0,1,2,I canât u derstand the rules for the saver account and no one can explain it properly ALL->Explains/Explaining Options_; ALL->Products-General_; Communication->Explains/Explaining Options; Products->Products-General Deposit rates Deposit rates nan,5 Non-agent opportunity,derstand rules saver account one explain properly allexplainsexplaining options allproductsgeneral communicationexplainsexplaining options productsproductsgeneral deposit rates deposit rates,nonagent opportunity
11177737,6/16/2025 10:44:36 PM,10,"Very helpful, sorted y problem out, and I could get into my account.  Thankyou",954715815,AMP Flexible Super - Retirement account,10,,Call - Inbound,Online,,"Legaspi, James Andrue",Genpact BCC,2025-06-14,"Yes, after multiple calls",ALL->Helpfulness_; ALL->Products-General_; People Interaction->Helpfulness; Products->Products-General,Login Issues,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Other/Non product,Other/Non product,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Login Issues,No Verbatim,1,Other/Non product,"Reyes, Mark Anthony",740036550,Deposit | My AMP,Yes,1,0,2,"Very helpful, sorted y problem out, and I could get into my account.  Thankyou ALL->Helpfulness_; ALL->Products-General_; People Interaction->Helpfulness; Products->Products-General 0 nan nan",10 nan,helpful sorted problem get account thankyou allhelpfulness allproductsgeneral people interactionhelpfulness productsproductsgeneral,
11177734,6/16/2025 09:22:17 PM,0,,486901608,AMP ACCESS ACCOUNT,0,,Call - Inbound,Product Enquiry,,"Odulio, Anna",Genpact BCC,2025-06-06,Not yet resolved,,Transaction / Savings Account,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,,No CSAT Verbatim,Negative,,,No CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,No,0,1,2,nan nan No CSAT Verbatim nan nan,0 nan,csat verbatim,
11177722,6/16/2025 05:14:32 PM,1,"When I bought my house, AMP consistently moved the goalposts and reduced my borrowing capacity at whim and without explanation right up until the point I settled on the house, forcing me to drain my savings in order to fund the shortfall on the amount I was told I could borrow. As a result, I have been committed to moving away from this bank at the earliest convenience, and will never return as a customer again. I am sure that the money AMP saved by not keeping their word on the original borrowing amount will be negligible compared to the money they would have made over the next 28 years of this loan being serviced. Each time I pay interest or fees to ING, (who have been more than happy to refinance my loan at the amount it should have been to begin with) I will take some small comfort in knowing that it at least did not go to AMP. Additionally, AMP's internet banking would have been considered sub-par in 1995 and looks like it was developed in Netscape Navigator.",484055120,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,7,,Call - Inbound,Retention,Worked for a different bank.,"Gonzaga, Sunshine",Genpact LandE,2025-05-29,Too early to tell,ALL->Competitiveness_; ALL->Fees/Premiums-General_; ALL->Navigating/Searching_; ALL->Products-General_; Brand->Competitiveness; Digital Experience->Navigating/Searching; Pricing->Fees/Premiums-General; Products->Products-General,External Refinance,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Home lending process,Home lending process,Positive,,,with CSAT Verbatim,1,External Refinance,with Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",740036536,Distribution | Retention,,0,0,0,"When I bought my house, AMP consistently moved the goalposts and reduced my borrowing capacity at whim and without explanation right up until the point I settled on the house, forcing me to drain my savings in order to fund the shortfall on the amount I was told I could borrow. As a result, I have been committed to moving away from this bank at the earliest convenience, and will never return as a customer again. I am sure that the money AMP saved by not keeping their word on the original borrowing amount will be negligible compared to the money they would have made over the next 28 years of this loan being serviced. Each time I pay interest or fees to ING, (who have been more than happy to refinance my loan at the amount it should have been to begin with) I will take some small comfort in knowing that it at least did not go to AMP. Additionally, AMP's internet banking would have been considered sub-par in 1995 and looks like it was developed in Netscape Navigator. ALL->Competitiveness_; ALL->Fees/Premiums-General_; ALL->Navigating/Searching_; ALL->Products-General_; Brand->Competitiveness; Digital Experience->Navigating/Searching; Pricing->Fees/Premiums-General; Products->Products-General Home lending process Home lending process nan",7 nan,bought house amp consistently moved goalposts reduced borrowing capacity whim without explanation right point settled house forcing drain savings order fund shortfall amount told borrow result committed moving away bank earliest convenience never return sure money amp saved keeping word original borrowing amount negligible compared money made next years loan serviced time pay interest fees ing happy refinance loan amount begin take small comfort knowing least go amp additionally amps internet banking considered subpar looks like developed netscape navigator allcompetitiveness allfeespremiumsgeneral allnavigatingsearching allproductsgeneral brandcompetitiveness digital experiencenavigatingsearching pricingfeespremiumsgeneral productsproductsgeneral home lending process home lending process,
11177721,6/16/2025 05:12:06 PM,9,My AMP phone app I got no response when I sent a message,561922254,AMP ACCESS ACCOUNT,10,Friendly and Helpful,Call - Inbound,,,"Delmonte, Carl",Genpact BCC,2025-06-13,"Yes, on first call",ALL->Mobile App_; ALL->Return Communication_; Communication->Return Communication; Digital Experience->Mobile App,,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740047106,Deposit | My AMP,Yes,1,0,2,My AMP phone app I got no response when I sent a message ALL->Mobile App_; ALL->Return Communication_; Communication->Return Communication; Digital Experience->Mobile App 0 nan nan,10 nan,amp phone app got response sent message allmobile app allreturn communication communicationreturn communication digital experiencemobile app,
11177720,6/16/2025 05:05:38 PM,8,,255763476,AMP SAVER ACCOUNT,8,,Call - Inbound,Product Enquiry,,"Albasin, John",Genpact BCC,2025-06-06,Too early to tell,,,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048200,Deposit | My AMP,,0,0,1,nan nan No CSAT Verbatim nan nan,8 nan,csat verbatim,
11177719,6/16/2025 05:02:07 PM,10,all checks where done by your staff to make sure i was the user calling,305325912,OFFSET DEPOSIT ACCOUNT,10,clear and patient,Call - Inbound,Maintenance / Servicing,,"Medina, Ron James",Genpact BCC,2025-06-10,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Account Details,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Account Details,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740037358,Lending,Yes,1,0,2,all checks where done by your staff to make sure i was the user calling ALL->Uncategorised_; Uncategorised 0 nan nan,10 nan,checks done make sure user calling alluncategorised uncategorised,
11177717,6/16/2025 03:53:27 PM,0,Donât get back to the customer in time,394954502,,0,,Call - Inbound,Product Enquiry,,"Barotea, Lindzay",Genpact BCC,2025-05-29,Not yet resolved,ALL->Return Communication_; Communication->Return Communication,Home Loan,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Other/Non product,Other/Non product,Negative,,,0,Negative,,,with CSAT Verbatim,1,Home Loan,No Verbatim,1,Other/Non product,"Landicho, Janeth",740039002,Lending,No,0,1,2,Donât get back to the customer in time ALL->Return Communication_; Communication->Return Communication 0 nan nan,0 nan,get back time allreturn communication communicationreturn communication,
11177710,6/16/2025 02:36:03 PM,10,,650402337,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,10,,Call - Inbound,Transactions,,"Pulumbarit, Anna",Genpact BCC,2025-06-06,"Yes, on first call",,Query Transaction,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Query Transaction,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740031261,Lending,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11177709,6/16/2025 02:28:16 PM,0,No solution provided regarding off set card,539533623,OFFSET DEPOSIT ACCOUNT,0,,Call - Inbound,Maintenance / Servicing,More ideas about whether to keep card or not,"Villacino, Arlyn",Genpact BCC,2025-06-12,Not yet resolved,ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness,Account Details,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Generic,Generic,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Account Details,with Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740040990,Lending,No,0,1,2,No solution provided regarding off set card ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness Generic Generic nan,0 Non-agent opportunity,solution provided regarding set card allhelpfulness allproblem resolution effortresolutionproblem resolution people interactionhelpfulness generic,nonagent opportunity
11177706,6/16/2025 01:53:58 PM,10,"prompt helpful, spoke perfect English.",221462275,AMP ESSENTIAL HOME LOAN,10,,Call - Inbound,Maintenance / Servicing,,"Ramos, Chester",Genpact BCC,2025-06-05,"Yes, on first call",ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand,Loan Repayments,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Repayments,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048431,Lending,Yes,1,0,1,"prompt helpful, spoke perfect English. ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand 0 nan nan",10 nan,prompt helpful perfect english allhelpfulness allphonenot understand alltimeliness effortresolutiontimeliness people interactionhelpfulness phonecall centerphonenot understand,
11177705,6/16/2025 01:51:14 PM,8,,TD348780719,,8,,Call - Inbound,Product Enquiry,,"Nocum, Flerida Ruth",Genpact BCC,2025-06-09,"Yes, on first call",,Term Deposit,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Term Deposit,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740038983,Deposit | My AMP,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,8 nan,csat verbatim,
11177704,6/16/2025 01:47:20 PM,1,"I contacted AMP about providing a more competitive interest rate for our current home loan and all I was told is there ""was no room to lower the rate"". Our personal bank, Bankwest could beat our current 5.69% by lowering our home loan rate to 5.53% so we aren't talking much. However, in this climate every little % counts. We've been loyal to AMP, it's disappointing they were not able to negotiate. Secondly, I don't appreciate speaking to someone in Manilla, Phillipines about our home loan rate for our Australian property.",143076773,AMP ESSENTIAL HOME LOAN,4,,Call - Inbound,Retention,Provide us with a better competitive rate to keep our business.,"Jamito, Kim",Genpact LandE,2025-06-13,"Yes, after multiple calls",ALL->Affordable/Value for Money_; ALL->Calling AMP_; ALL->Competitiveness_; ALL->Investment Results_; ALL->Loyalty_; Brand->Competitiveness; Brand->Loyalty; Phone/Call Center->Calling AMP; Pricing->Affordable/Value for Money; Products->Investments->Investment Results,Interest Rate,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Home lending rates,Home lending rates,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Interest Rate,with Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",-,Distribution | Retention,Yes,1,0,0,"I contacted AMP about providing a more competitive interest rate for our current home loan and all I was told is there ""was no room to lower the rate"". Our personal bank, Bankwest could beat our current 5.69% by lowering our home loan rate to 5.53% so we aren't talking much. However, in this climate every little % counts. We've been loyal to AMP, it's disappointing they were not able to negotiate. Secondly, I don't appreciate speaking to someone in Manilla, Phillipines about our home loan rate for our Australian property. ALL->Affordable/Value for Money_; ALL->Calling AMP_; ALL->Competitiveness_; ALL->Investment Results_; ALL->Loyalty_; Brand->Competitiveness; Brand->Loyalty; Phone/Call Center->Calling AMP; Pricing->Affordable/Value for Money; Products->Investments->Investment Results Home lending rates Home lending rates nan",4 Non-agent opportunity,contacted amp providing competitive interest rate current home loan told room lower rate personal bank bankwest beat current lowering home loan rate arent talking however climate every little counts weve loyal amp disappointing able negotiate secondly dont appreciate speaking someone manilla phillipines home loan rate australian property allaffordablevalue money allcalling amp allcompetitiveness allinvestment results allloyalty brandcompetitiveness brandloyalty phonecall centercalling amp pricingaffordablevalue money productsinvestmentsinvestment results home lending rates home lending rates,nonagent opportunity
11177701,6/16/2025 01:25:42 PM,1,Your recorded message goes on & on & on & on & on.....  I don't have time to sit around listening to such a long message. Please make it shorter.,56575095,AMP ESSENTIAL HOME LOAN,8,,Call - Inbound,,,"Bautista, Ryana",Genpact BCC,2025-06-10,"Yes, after multiple calls",ALL->Listening_; ALL->Timeliness_; Communication->Listening; Effort/Resolution->Timeliness,,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048508,Lending,Yes,1,0,2,Your recorded message goes on & on & on & on & on.....  I don't have time to sit around listening to such a long message. Please make it shorter. ALL->Listening_; ALL->Timeliness_; Communication->Listening; Effort/Resolution->Timeliness Service - BCC Service - BCC nan,8 nan,recorded message goes dont time sit around listening long message make shorter alllistening alltimeliness communicationlistening effortresolutiontimeliness bcc,
11177700,6/16/2025 01:14:08 PM,8,,903373644,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,9,,Call - Inbound,Maintenance / Servicing,,"Canaleta, Bryan Christopher",Genpact BCC,2025-06-13,"Yes, on first call",,Loan Repayments,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Loan Repayments,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740047338,Lending,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,9 nan,csat verbatim,
11177693,6/16/2025 12:47:11 PM,9,Helpful and fast phone service completed with email confirmation,TD387150204,,9,He was professional and quick,Call - Inbound,Maintenance / Servicing,,"Lunas, Montecarlo",Genpact BCC,2025-06-06,"Yes, on first call",ALL->Helpfulness_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness,Term Deposit Maturity / Break,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,Helpful and fast phone service completed with email confirmation ALL->Helpfulness_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness 0 nan nan,9 nan,helpful fast phone completed email confirmation allhelpfulness alltimeliness effortresolutiontimeliness people interactionhelpfulness,
11177691,6/16/2025 12:37:15 PM,10,We got good assistance and we feel our investment is safe,812171680,AMP SAVER ACCOUNT,10,She was helpful and resolved our issue,Call - Inbound,Transactions,,"Mupas, Daisy",Genpact BCC,2025-06-13,"Yes, on first call",ALL->Accessibility_; ALL->Investments-General_; Overall Comments->Accessibility; Products->Investments->Investments-General,Funds Transfer,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Funds Transfer,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740035134,Deposit | My AMP,Yes,1,0,1,We got good assistance and we feel our investment is safe ALL->Accessibility_; ALL->Investments-General_; Overall Comments->Accessibility; Products->Investments->Investments-General 0 nan nan,10 nan,got feel investment safe allaccessibility allinvestmentsgeneral overall commentsaccessibility productsinvestmentsinvestmentsgeneral,
11177684,6/16/2025 11:55:34 AM,8,Query was answered without undue explanation requirements.,115496865,AMP SAVER ACCOUNT,10,Friendly and helpful.,Call - Inbound,Transactions,,"Santelices, Roanne",Genpact BCC,2025-06-10,"Yes, on first call",ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness,Funds Transfer,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Funds Transfer,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047907,Deposit | My AMP,Yes,1,0,1,Query was answered without undue explanation requirements. ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness 0 nan nan,10 nan,query answered without undue explanation requirements allhelpfulness allproblem resolution effortresolutionproblem resolution people interactionhelpfulness,
11177677,6/16/2025 11:37:53 AM,10,,TD947622650,,10,,Call - Inbound,Maintenance / Servicing,,"Ordonez, Christine",Genpact BCC,2025-06-13,"Yes, on first call",,Term Deposit Maturity / Break,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740039113,Deposit | My AMP,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11177668,6/16/2025 11:06:42 AM,10,Good manners and good knowledge.,148967714,AMP FIRST,10,Solved my problem completely.,Call - Inbound,Product Enquiry,,"Odulio, Anna",Genpact BCC,2025-06-13,"Yes, on first call",ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence,Transaction / Savings Account,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,Yes,1,0,2,Good manners and good knowledge. ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence 0 nan nan,10 nan,manners knowledge allknowledge competence people interactionknowledge competence,
11177663,6/16/2025 10:54:06 AM,5,Still haven't got a reply to my email query,958044485,,9,Efficiently helped resolve my problem,Call - Inbound,Maintenance / Servicing,,"Barotea, Lindzay",Genpact BCC,2025-06-10,"Yes, after multiple calls",ALL->Return Communication_; ALL->Timeliness_; Communication->Return Communication; Effort/Resolution->Timeliness,Account Details,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Other/Non product,Other/Non product,Negative,,,0,Positive,,,with CSAT Verbatim,1,Account Details,No Verbatim,1,Other/Non product,"Landicho, Janeth",740039002,Lending,Yes,1,0,2,Still haven't got a reply to my email query ALL->Return Communication_; ALL->Timeliness_; Communication->Return Communication; Effort/Resolution->Timeliness 0 nan nan,9 nan,still havent got reply email query allreturn communication alltimeliness communicationreturn communication effortresolutiontimeliness,
11177662,6/16/2025 10:53:00 AM,2,very slow and Call center in Manila is inefficient and lacks experience,426706145,OFFSET DEPOSIT ACCOUNT,2,,Call - Inbound,Forms,,"Medina, Ron James",Genpact BCC,2025-06-13,Not yet resolved,ALL->Calling AMP_; ALL->Communication/Clarity_; ALL->Efficiency/Organisation_; ALL->Timeliness_; Communication->Communication/Clarity; Effort/Resolution->Efficiency/Organisation; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP,Identification,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,,,with CSAT Verbatim,1,Identification,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740037358,Lending,No,0,1,2,very slow and Call center in Manila is inefficient and lacks experience ALL->Calling AMP_; ALL->Communication/Clarity_; ALL->Efficiency/Organisation_; ALL->Timeliness_; Communication->Communication/Clarity; Effort/Resolution->Efficiency/Organisation; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP Service - BCC Service - BCC nan,2 nan,slow center manila inefficient lacks experience allcalling amp allcommunicationclarity allefficiencyorganisation alltimeliness communicationcommunicationclarity effortresolutionefficiencyorganisation effortresolutiontimeliness phonecall centercalling amp bcc,
